appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1302750,大明王朝1789 | Ming dynasty 1789,Long Qi  Software Technology,Long Qi  Software Technology,,243,269,0,"0 .. 20,000",0,0,0,0,9.99,9.99,0,0
1276490,Cascading Failure,Swallowed Sun Pty Ltd,Swallowed Sun Games Pty Ltd,,9,10,0,"0 .. 20,000",0,0,0,0,19.99,19.99,0,0
1361390,Mafia Gangster City,Webyilmaz,Webyilmaz,,4,6,0,"0 .. 20,000",0,0,0,0,1.99,1.99,0,0
1323860,Crowded Blue Dot,cys20 studio,cys20 studio,,31,22,0,"0 .. 20,000",0,0,0,0,5.99,5.99,0,0
1174460,Poker Club,Ripstone,Ripstone,,213,164,0,"0 .. 20,000",0,0,0,0,19.99,19.99,0,22
1381690,Sainthum 圣颂,oneP,oneP,,0,1,0,"0 .. 20,000",0,0,0,0,3.99,3.99,0,0
1433470,Outpost Engineer,David Decraene,WombatBarn,,5,5,0,"0 .. 20,000",0,0,0,0,19.99,19.99,0,0
1465580,Trapmania,Waide Studios,Waide Studios,,1,0,0,"0 .. 20,000",0,0,0,0,9.99,9.99,0,0
1477770,Shokuo Shoujo,BBQ大好き,BBQ大好き,,226,69,0,"0 .. 20,000",0,0,0,0,12.99,12.99,0,0
1497700,景安区奇案-Jing 'an District Copstories,橙光游戏,橙光游戏,,24,11,0,"0 .. 20,000",0,0,0,0,4.99,4.99,0,0
1504760,그랑 엠파이어,유진게임즈,유진게임즈,,171,13,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0,0
1509150,The Holy Silence,E-Snail Studio,E-Snail Studio,,4,1,0,"0 .. 20,000",0,0,0,0,3.99,3.99,0,0
1360450,Runeverse: The Card Game,Freakinware Games,Freakinware Games,,482,105,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0,0
1533080,Lumexa,Dreamlike,Dreamlike,,21,6,0,"0 .. 20,000",0,0,0,0,0.99,0.99,0,0
1548660,Bunker Down,Something Something Games,Something Something Games,,5,0,0,"0 .. 20,000",0,0,0,0,1.99,1.99,0,0
